Category,name,title,description,creator,youtube_url,template_url,date_posted,resource_url,id,category,,,,,,,,,,,,,,,,
Web Scraping & Data Extraction,ChatGPT Image Workflow,Connect ChatGPTs New Image Model to n8n (Step-By-Step),"This system integrates OpenAI's latest image generation model with an n8n workflow that programmatically creates and merges images. The blueprint demonstrates two concrete use cases: generating a standalone image from API responses and combining two images (fetched from Google Drive) into one output via aggregators and HTTP request nodes. It covers Base64 conversion, prompt customization, and API key setup. Developed by Jono Catliff.",Jono Catliff,https://www.youtube.com/watch?v=nGNm4IBZpGg,https://drive.google.com/file/d/1jd3WdfHF1S7d5X53Iwru_T7wFzmrcXtk/view?usp=drive_link,2025-06-07T19:21:36.000Z,https://gumroad.com/d/70f2b9b55e7ea30d94fd051c3ef5be10,nGNm4IBZpGg
Marketing & Advertising Automation,Real-Time Insights System,This AI Agent INSTANTLY Pulls Real-Time Insights from X (Bolt + n8n Setup),"Mark Kashef demonstrates an end-to-end automated solution that extracts real-time insights from X. This system integrates Bolt.new for the front-end interface, Supabase for backend edge functions, and a dedicated n8n workflow powered by Grok's Live Search API. It features detailed cURL API integrations, custom prompt engineering for a Pulse agent to route queries, and mechanisms to overcome CORS issues, all available via a free Gumroad template.",Mark Kashef,https://www.youtube.com/watch?v=7NIN0KNcVdM,https://drive.google.com/file/d/1PpM0qBBIAMXdWg1-dZbzMzHa2tehbUgw/view?usp=drive_link,2025-06-06T18:00:07.000Z,https://gumroad.com/d/c40e4086cf2bf0ff3bd9296e72ab5f58,7NIN0KNcVdM
Marketing & Advertising Automation,Prompt Accuracy Flow,Stop Hallucinations: Perfect Your n8n Prompts for Consistent Output,"This system focuses on ensuring consistent, accurate, and reliable outputs from AI agents by optimizing prompt-engineering parameters. It details techniques such as precise temperature control, self-consistency, step-back prompting, and JSON structured output, all of which safeguard multi-step processes. The system is demonstrated with hands-on examples and a free template download, helping users automate error checking and logging within their workflows. Created by MagicOps AI.",MagicOps AI,https://www.youtube.com/watch?v=1uDXVb7zp0Q,https://drive.google.com/file/d/172WmX3aishmCiM_c_vx0PfGBzH9Z48Vh/view?usp=drive_link,2025-06-05T13:00:03.000Z,https://gumroad.com/d/b9b99b2061b64ab34b112beeb9f009a8,1uDXVb7zp0Q
Marketing & Advertising Automation,SMS AI Agent,How to set-up and build an SMS Ai Agent (free template),"In this system, Rory Ridgers demonstrates a workflow that builds an SMS-based AI agent using n8n. The solution integrates Twilio for SMS messaging, setting up a webhook to trigger the flow, and uses Google Sheets for temporary message buffering and context accumulation. The workflow incorporates wait nodes, code blocks, and Gmail API nodes for sending and receiving emails. A free template is available to replicate this specific SMS AI agent system.",Rory Ridgers,https://www.youtube.com/watch?v=_igpx9vXYvA,https://drive.google.com/file/d/1_FgNxEA1lw6tNcMgK8y7BLNmrsgtlvbf/view?usp=drive_link,2025-06-05T11:01:06.000Z,https://commonous.com/templates/3b6ee26a-03e9-4f64-9ffd-5c245a9d39b1,_igpx9vXYvA
Marketing & Advertising Automation,SEO Audit Webapp,Build Web Apps with Firebase Studio + n8n In 30 Mins (Beginner's Guide),"This system builds a SEO audit web application using Firebase Studio and a free workflow that leverages webhooks to trigger an Appify-powered audit. The setup incorporates HTTP request modules, chat agents for grouping and formatting data, and an aggregator to merge SEO metrics from multiple pages into a dynamic dashboard. Created by Jono Catliff, the blueprint is available free via the provided Gumroad link.",Jono Catliff,https://www.youtube.com/watch?v=MCRF1914Fxs,https://drive.google.com/file/d/1KpjLcnmTArk39AAkGDw25QWECoMHEWB9/view?usp=drive_link,2025-06-04T23:15:32.000Z,https://gumroad.com/d/6f9fed8f6d7cc6f269dff030a2d463ea,MCRF1914Fxs
Marketing & Advertising Automation,Web Scraper Agent,This AI Agent Can Scrape and Screenshot the Web with No Code (n8n tutorial),"In this tutorial, Nate Herk demonstrates a no-code n8n workflow that leverages Firecrawl's powerful search API to perform precise web scraping and full-page screenshots. The system integrates advanced query operators, including site filtering and keyword exclusion, via HTTP request nodes, and supports multiple output formats such as markdown, HTML, JSON, and full-page screenshots. Detailed steps for setting up API authentication using bearer tokens are provided. A free JSON template for this n8n workflow is available through the free Skool community resource.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=3Pim6uCASSE,https://drive.google.com/file/d/1klYxj1CZI2sLFT_li6sUEJUESn4KIgSi/view?usp=drive_link,2025-06-03T13:30:22.000Z,https://www.skool.com/ai-automation-society/new-video-this-ai-agent-can-scrape-and-screenshot-the-web-with-no-code-n8n-tutorial,3Pim6uCASSE
Marketing & Advertising Automation,YouTube Growth Automation,How I 14x'd My YouTube Channel in 7 Days (AI + n8n Workflow Breakdown),"This workflow system automates YouTube channel growth by researching trending videos, filtering by views and recency, and then generating improved video metadata. It combines a form trigger, HTTP requests to a YouTube scraper and transcript API, Google Sheets for data management, and OpenAI nodes for thumbnail analysis and title/outline generation. Built entirely in n8n, creator Nolan Harper shares his free template from the AI Automation Vault to help you replicate the success.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=t6iPH93krzY,https://drive.google.com/file/d/1aX49kZzkWZDXayl7uzMmtSfNNOw7J2fk/view?usp=drive_link,2025-05-30T14:38:24.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=c0857de2eb1c474891084ee6dd75eee4,t6iPH93krzY
Marketing & Advertising Automation,Lead Qualifier System,This Ai Phone Agent qualifies leads on Autopilot (free template),"This workflow ingests new lead submissions via a web form and automates end-to-end qualification. The system scrapes the lead's website, converts HTML to markdown, and uses the Tavly API to fetch LinkedIn data which is then summarized using an LLM. The consolidated lead details are stored in an AirTable CRM before a Vapi-powered AI phone agent calls the lead to qualify them and schedule meetings via Google Calendar. Created and demonstrated by Rory Ridgers, the free template is included.",Rory Ridgers,https://www.youtube.com/watch?v=oU8K3i5KqEc,https://drive.google.com/file/d/1KQpLyRi9HymVoAaI0Pu8beaUZymDybYk/view?usp=drive_link https://drive.google.com/file/d/1kDrPhkIet9UZHxxbDp5CskVcHKP1rJK4/view?usp=drive_link https://drive.google.com/file/d/1DIIb0jkXCJ3L1idDtRt4vfsAnFvv4leq/view?usp=drive_link,2025-05-30T11:01:32.000Z,https://commonous.com/templates/02c02f9e-2431-4cd3-8fc8-c0db57d007fd,oU8K3i5KqEc
Marketing & Advertising Automation,Google Workspace Setup,"Set Up Google Credentials In n8n In 5 Mins (Gmail, Drive, Sheets & More)","This workflow demonstrates a comprehensive integration of Google Workspace services including Gmail, Drive, Sheets, Docs, Calendar, and Slides through an automation platform. The video meticulously covers configuration in the Google Cloud Console, API enablement, OAuth consent setup, and creation of web application credentials using redirect URIs. Led by Jono Catliff, it provides a free, step-by-step blueprint template for securely connecting and automating Google APIs.",Jono Catliff,https://www.youtube.com/watch?v=H1Kt1adcr84,https://drive.google.com/file/d/1KEGYRGnI2mNleanuyZqkNR5EFbAwo1fU/view?usp=drive_link,2025-05-27T19:22:10.000Z,https://gumroad.com/d/a71bb0980b641518b5cee89352919978,H1Kt1adcr84
Marketing & Advertising Automation,Viral Baby Videos,I Built an AI SYSTEM For Viral Baby Videos (n8n),"This system automates the creation and posting of viral baby videos using an AI-driven workflow. It integrates Google Sheets as a database for tracking ideas and video statuses, leverages OpenAI for text and image generation, and utilizes 11 Labs for high-quality audio synthesis. The system employs headro.com for video rendering and sync, and it uploads finished videos to Google Drive and YouTube. Detailed node setups, HTTP requests, and API credential configurations are explained by Oleg Melnikov, the creator, in this comprehensive tutorial.",Oleg Melnikov,https://www.youtube.com/watch?v=Q7pJcZAPuGc,https://drive.google.com/file/d/1WVWf24E8ZLLMYWJ1BPqRQarLC1htfQS7/view?usp=drive_link,2025-05-27T18:36:55.000Z,https://drive.google.com/file/d/1emo78XoIxTlT2x4m0wMLv4S4NvVqiIIK/view,Q7pJcZAPuGc
Marketing & Advertising Automation,Faceless Video Maker,Create Faceless YouTube Videos on Autopilot with AI + n8n (steal this),"This n8n workflow automates faceless YouTube video creation by triggering from Google Sheets via a webhook and using AI agents for script generation (Anthropic), image creation (OpenAI), video merging (Credomat, RunwayML, and Replicate for captions), and audio synthesis (11 Labs). It breaks a video into dynamic scenes and automates the entire production process. Created by Jono Catliff, the blueprint is available for free.",Jono Catliff,https://www.youtube.com/watch?v=MjZSsasHSq8,https://drive.google.com/file/d/1_rNeNA-OiXTdB_VoK5LYoWRN05FOwdf1/view?usp=drive_link,2025-05-22T18:41:30.000Z,https://gumroad.com/d/ebe1eb228a7af6b580533c1959855c52,MjZSsasHSq8
Marketing & Advertising Automation,AI Clone Avatar System,Create Your No Code AI Clone (HeyGen + n8n Full Guide),"This system automates AI clone video creation by integrating HeyGen's API in a no-code workflow. It uses HTTP request nodes for API authentication, dynamically pulls avatar and voice IDs, and implements polling loops with wait steps to check video status. The system processes scripted text inputs to trigger personalized video generation, ensuring error handling and smooth automation. Created by Nate Herk, it comes with a free template available via the community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=llm60n03x3c,https://drive.google.com/file/d/1Uu0LdyybOcLnDIT4hLG1HA-nVleaZkJf/view?usp=drive_link,2025-05-20T13:59:47.000Z,https://www.skool.com/ai-automation-society/new-video-how-to-automate-your-ai-clone-with-no-code-heygen-n8n-full-guide,llm60n03x3c
Marketing & Advertising Automation,Meeting No-show Eliminator,Slash no-shows with this Ai Agent (free template),"In this video, Rory Ridgers presents a complete automated workflow system that tackles the problem of meeting no-shows. The system is built using n8n and integrates a cow.com trigger, web scraping with HTML-to-markdown conversion, an AI agent for summarizing website and LinkedIn data via Tavly, and CRM updates in Airtable. It also uses Twilio for SMS notifications, Gmail for approval-based emails, and Google Calendar for event management. The free template is available to jumpstart your setup.",Rory Ridgers,https://www.youtube.com/watch?v=1kZzPslvbXg,https://drive.google.com/file/d/1vriUXwdVDod16jFjefSJo3A61olAQpo-/view?usp=drive_link,2025-05-20T11:00:05.000Z,https://commonous.com/templates/6cf9b2b2-5922-42c5-918b-cfa67d3c3df6,1kZzPslvbXg
Marketing & Advertising Automation,Viral Shorts Machine,I Built a 24/7 Viral Shorts Machine with No-Code (free n8n template),"This system is an automated content creation workflow that transforms a simple Google Sheet entry into high-quality viral social media shorts. It integrates multiple AI services including FAL's Flux for image generation, Cling for video creation, ElevenLabs for audio synthesis, and Creatomate for stitching media together. Blotato is used for auto-posting to Instagram, TikTok, and YouTube. Built by Nate Herk, the workflow runs entirely on no-code principles and comes with a free template download via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=BcfjIBd49C8,https://drive.google.com/file/d/1-znRsMWmFUFbr1lFUjLGr42azzMlxPEz/view?usp=drive_link,2025-05-19T01:24:51.000Z,https://www.skool.com/ai-automation-society/new-video-i-built-a-247-viral-shorts-machine,BcfjIBd49C8
Marketing & Advertising Automation,Voice AI Receptionist,This Vapi AI Voice Agent Automates Your Calls (steal this),"In this detailed workflow by Jono Catliff, a voice AI receptionist is built using Vapi and integrated with an n8n automation system. The system leverages Twilio for phone number management and real-time call handling, while also automating invoicing via Go High Level and managing appointment scheduling. The blueprint provides JSON-based parameter formatting and tool coordination, all available for free.",Jono Catliff,https://www.youtube.com/watch?v=XeyrdkFhh_U,https://drive.google.com/file/d/18zq0uteI3AbyhZuq7SuXbrWslGmnPAMu/view?usp=drive_link  https://drive.google.com/file/d/1X01k1Ct6l96z51A8bvJOv_ox4rgCZh3W/view?usp=drive_link ,2025-05-16T17:54:25.000Z,https://gumroad.com/d/33b6ed834df46074276a3f4a8cbb7d72,XeyrdkFhh_U
Marketing & Advertising Automation,AI Copywriter Team,I Built a Team of AI Copywriters in n8n With No Code (Free Template),"This video demonstrates a sophisticated no-code automation system that creates a team of AI copywriters for generating cold emails, VSL scripts, sales letters, and more. The workflow uses n8n to trigger specialized AI agents via OpenAI nodes with detailed context instructions, JSON queries, and assistant setups, while routing outputs to Google Docs. Creator Nolan Harper explains each step and provides a free template via his AI Automation Vault.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=GoDmjHs7o-M,https://drive.google.com/file/d/1uEXNL2JtSe8iVkGhZ4tHWFZQUJ3IkfsV/view?usp=drive_link  https://drive.google.com/file/d/1TR72fSRmRKm9b710pKQ2tNC7EwA9K_Ac/view?usp=drive_link ,2025-05-16T16:06:38.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=b70cf2961eff4f8faf437d0bf168ad3c,GoDmjHs7o-M
Marketing & Advertising Automation,Scraping Automation,The Simplest Way to Automate Scraping Anything with No Code (Apify + n8n tutorial),"This system is a no-code data scraping workflow that links Apify's pre-built actors with an n8n automation setup. In the tutorial, Nate Herk demonstrates how to trigger an Apify actor via HTTP endpoints, incorporate a wait step to ensure complete data retrieval, and use polling techniques to systematically capture results such as TikTok video data and Google Maps leads. The walkthrough details API integration and asynchronous processing, and it comes with a free template available via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=gZ_RLC25gCw,https://drive.google.com/file/d/14es-gxH7oZykRPnrgbdEeIK-ECCcY5Xa/view?usp=drive_link,2025-05-16T15:23:10.000Z,https://www.skool.com/ai-automation-society/new-video-the-simplest-way-to-automate-scraping-anything-with-no-code-apify-n8n-tutorial,gZ_RLC25gCw
Marketing & Advertising Automation,Viral LinkedIn Posts,I Built an AI SYSTEM For Viral LinkedIn Posts (n8n),"This system automates the creation and publishing of viral social media posts on LinkedIn (with extensions for Instagram and Twitter) using an AI workflow. It integrates web research via Perplexity AI, quality text generation via Anthropic, and image creation with OpenAI Image API while ensuring visual consistency through reference images stored in Google Drive. Google Sheets hold the database of post ideas and statuses, while scheduled triggers auto-publish posts via LinkedIn nodes. Created by Oleg Melnikov, the system is demonstrated in a comprehensive, beginner-friendly tutorial and includes a free template for easy setup.",Oleg Melnikov,https://www.youtube.com/watch?v=YpXzTSZ6csw,https://drive.google.com/file/d/1rWO0ZJ76Sa2hmrXQVQY58n4IaM0e884f/view?usp=drive_link,2025-05-16T13:17:35.000Z,https://docs.google.com/document/d/1McFd2R8OcxAz1ymIiK5v5JEQSdOWucGtPXSl4vZTxV0/edit?tab=t.0,YpXzTSZ6csw
Marketing & Advertising Automation,Chat File Agent,NEW AI Agent - Chat with YOUR files from Supabase and Google Drive,"This n8n workflow demonstrates an AI agent that interacts with files stored in Google Drive and Supabase. It details the process of uploading files, setting up Supabase tables via SQL, parsing content with YamaParse, and storing vectorized data for subsequent AI querying using OpenAI. The system includes duplicate checks, file updates, and webhooks to trigger the AI agent, all built by Mark and Philipp of 5minAI.",5minAI,https://www.youtube.com/watch?v=NB6LhvObiL4,https://drive.google.com/file/d/1Wd0kKcOyL84zjePOUnkJAKZVt5rlQ4pR/view?usp=drive_link,2025-05-15T16:16:03.000Z,https://www.skool.com/5minai/classroom/b4afa5e9?md=be0b70415f374441aab98f31f71e5e09,NB6LhvObiL4
Marketing & Advertising Automation,Website Data Scraper,Scrape ANY Website Automatically with n8n + Apify (Full System Breakdown),"This system automates the extraction of business data from websites such as Google Maps using a no-code workflow that integrates Apify with an automation platform. It demonstrates the use of HTTP requests, dynamic JSON configurations, filters, loops, and array aggregators to scrape, filter, and aggregate data like phone numbers and emails. The workflow also pipes data into Google Sheets for further use, such as in cold email outreach. Created by Jono Catliff, the free blueprint is available for immediate download.",Jono Catliff,https://www.youtube.com/watch?v=PxQwzoPmP3M,https://drive.google.com/file/d/1KUXLIeeWbxR41E43sGWQFwb_w0aLmulE/view?usp=drive_link,2025-05-15T01:17:07.000Z,https://gumroad.com/d/02b6ee592182833be9d06cf8dd060d5e,PxQwzoPmP3M
Marketing & Advertising Automation,Multi-Agent Research,This Multi-Agent system can research ANYTHING (free n8n template),"Rory Ridgers presents a sophisticated multi-agent research system built with a workflow platform. This system delegates tasks across specialized AI agents powered by GPT-4 mini and integrated memory nodes. It handles market, company, and social media research by leveraging HTTP requests, Tavly API for advanced searches, and dedicated workflows for scraping and data conversion. The solution also uses Appify for LinkedIn and Instagram profile data extraction. Free templates are provided to get started immediately.",Rory Ridgers,https://www.youtube.com/watch?v=ciogxooQelQ,https://drive.google.com/file/d/19csBF7f40IvE-Q0KQSqCul2JjgHLoZ9H/view?usp=drive_link  https://drive.google.com/file/d/1xD6RrWEkAynJo3Ci9UpLocep7o4hMtGl/view?usp=drive_link  https://drive.google.com/file/d/1CmJykI1mb04Mk33-bS0aPWleIUOZo49G/view?usp=drive_link  https://drive.google.com/file/d/1VFzm_9-xTxNnzlptbosBKSJ4fLbrGoaW/view?usp=drive_link  https://drive.google.com/file/d/14p9y2B0KnOFJqnMWdkFmzZEJFZc2hWdk/view?usp=drive_link  https://drive.google.com/file/d/1PN61vp11bwnwVetjn7W1jiAeJyCvtHUw/view?usp=drive_link  https://drive.google.com/file/d/1FLTlUWdrBHZT397R_627Tmz9zfzPfaK3/view?usp=drive_link  https://drive.google.com/file/d/1cCXjoIt3Q3HNhJBYhblMihm1_JYDaXEL/view?usp=drive_link,2025-05-12T11:01:00.000Z,https://commonous.com/templates/cd2770ff-9372-48f8-8403-9c11cbf660cf,ciogxooQelQ
